,Lintang (deg),Bujur (deg),Tanggal (dd/mm/yyy),Tingkat Kepercayaan (%),Kecamatan,Kabupaten,Provinsi
19571,-0.5737359999999999,102.64200000000001,2015-07-28,86.0,Seberida,Indragiri Hulu,Riau
19572,-0.574871,102.649,2015-07-28,100.0,Seberida,Indragiri Hulu,Riau
19573,-0.576006,102.656,2015-07-28,100.0,Seberida,Indragiri Hulu,Riau
19574,-0.577144,102.663,2015-07-28,100.0,Seberida,Indragiri Hulu,Riau
19575,-0.581639,102.648,2015-07-28,90.0,Seberida,Indragiri Hulu,Riau
19576,-0.582775,102.655,2015-07-28,94.0,Seberida,Indragiri Hulu,Riau
19577,-0.5917560000000001,102.58,2015-07-28,57.0,Seberida,Indragiri Hulu,Riau
19578,-0.598535,102.579,2015-07-28,100.0,Seberida,Indragiri Hulu,Riau
19579,-0.59967,102.586,2015-07-28,100.0,Seberida,Indragiri Hulu,Riau
19582,-0.8442059999999999,102.07700000000001,2015-07-28,49.0,Seberida,Indragiri Hulu,Riau
19583,-0.9208540000000001,102.23200000000001,2015-07-28,90.0,Seberida,Indragiri Hulu,Riau
19584,-0.9276909999999999,102.23100000000001,2015-07-28,100.0,Seberida,Indragiri Hulu,Riau
19585,-0.9288629999999999,102.238,2015-07-28,100.0,Seberida,Indragiri Hulu,Riau
19586,-0.930207,102.22085600000001,2015-07-28,86.0,Seberida,Indragiri Hulu,Riau
19587,-0.928707,102.21575899999999,2015-07-28,68.0,Seberida,Indragiri Hulu,Riau
19588,-0.604668,102.572838,2015-07-28,23.0,Seberida,Indragiri Hulu,Riau
19590,-0.5774859999999999,102.64253199999999,2015-07-28,100.0,Seberida,Indragiri Hulu,Riau
19591,-0.567325,102.672386,2015-07-28,100.0,Seberida,Indragiri Hulu,Riau
19592,-0.572705,102.636719,2015-07-28,100.0,Seberida,Indragiri Hulu,Riau
19617,-0.926528,102.22981300000001,2015-07-29,91.0,Seberida,Indragiri Hulu,Riau
19618,-0.928582,102.24365999999999,2015-07-29,33.0,Seberida,Indragiri Hulu,Riau
19620,-0.929074,102.224083,2015-07-29,49.0,Seberida,Indragiri Hulu,Riau
19621,-0.885403,102.333687,2015-07-29,75.0,Seberida,Indragiri Hulu,Riau
19622,-0.893106,102.33006999999999,2015-07-29,65.0,Seberida,Indragiri Hulu,Riau
19623,-0.8575959999999999,102.089851,2015-07-29,61.0,Seberida,Indragiri Hulu,Riau
19624,-0.8709370000000001,101.895699,2015-07-29,73.0,Peranap,Indragiri Hulu,Riau
19625,-0.603259,102.58820300000001,2015-07-29,89.0,Seberida,Indragiri Hulu,Riau
19626,-0.606324,102.566879,2015-07-29,86.0,Seberida,Indragiri Hulu,Riau
19627,-0.580854,102.649666,2015-07-29,94.0,Seberida,Indragiri Hulu,Riau
19628,-0.589901,102.586235,2015-07-29,84.0,Seberida,Indragiri Hulu,Riau
19629,-0.592942,102.564911,2015-07-29,82.0,Seberida,Indragiri Hulu,Riau
19630,-0.567558,102.647774,2015-07-29,30.0,Seberida,Indragiri Hulu,Riau
19702,-0.569954,102.646,2015-07-29,100.0,Seberida,Indragiri Hulu,Riau
19703,-0.5713060000000001,102.654,2015-07-29,69.0,Seberida,Indragiri Hulu,Riau
19704,-0.572661,102.662,2015-07-29,54.0,Seberida,Indragiri Hulu,Riau
19705,-0.5787220000000001,102.64399999999999,2015-07-29,86.0,Seberida,Indragiri Hulu,Riau
19706,-0.580075,102.65299999999999,2015-07-29,89.0,Seberida,Indragiri Hulu,Riau
19707,-0.5814239999999999,102.661,2015-07-29,100.0,Seberida,Indragiri Hulu,Riau
19708,-0.595651,102.58,2015-07-29,100.0,Seberida,Indragiri Hulu,Riau
19709,-0.597006,102.589,2015-07-29,52.0,Seberida,Indragiri Hulu,Riau
19710,-0.67788,102.12700000000001,2015-07-29,96.0,Pasir Penyu,Indragiri Hulu,Riau
19711,-0.9059290000000001,102.116,2015-07-29,47.0,Seberida,Indragiri Hulu,Riau
19712,-2.8245,114.152,2015-07-29,80.0,Seberida,Indragiri Hulu,Riau
19713,-1.2659,104.041,2015-07-29,70.0,Seberida,Indragiri Hulu,Riau
19714,-1.26749,104.051,2015-07-29,100.0,Seberida,Indragiri Hulu,Riau
19715,-0.923578,102.23185,2015-07-29,100.0,Seberida,Indragiri Hulu,Riau
19716,-0.9248569999999999,102.22283900000001,2015-07-29,9.0,Seberida,Indragiri Hulu,Riau
19717,-0.914573,102.230553,2015-07-29,57.0,Seberida,Indragiri Hulu,Riau
19718,-0.9119360000000001,102.12003299999999,2015-07-29,39.0,Seberida,Indragiri Hulu,Riau
19719,-0.9042290000000001,102.109749,2015-07-29,88.0,Seberida,Indragiri Hulu,Riau
19721,-0.835249,101.883499,2015-07-29,99.0,Peranap,Indragiri Hulu,Riau
19722,-0.680639,102.129532,2015-07-29,85.0,Pasir Penyu,Indragiri Hulu,Riau
