,Lintang (deg),Bujur (deg),Tanggal (dd/mm/yyy),Tingkat Kepercayaan (%),Kecamatan,Kabupaten,Provinsi
28976,1.7911709999999998,101.197678,2014-03-11,100.0,Dumai Barat,Kota Dumai,Riau
28977,1.789813,101.188148,2014-03-11,100.0,Dumai Barat,Kota Dumai,Riau
28978,1.788457,101.178635,2014-03-11,62.0,Dumai Barat,Kota Dumai,Riau
28981,1.7990560000000002,101.186829,2014-03-11,65.0,Dumai Barat,Kota Dumai,Riau
28983,1.8110279999999999,101.204552,2014-03-11,47.0,Dumai Barat,Kota Dumai,Riau
28984,1.8096619999999999,101.19502299999999,2014-03-11,100.0,Dumai Barat,Kota Dumai,Riau
28985,1.808298,101.185501,2014-03-11,8.0,Dumai Barat,Kota Dumai,Riau
28987,1.831282,101.279785,2014-03-11,53.0,Dumai Barat,Kota Dumai,Riau
28989,1.8357,101.26359599999999,2014-03-11,40.0,Dumai Barat,Kota Dumai,Riau
28996,1.84885,101.222603,2014-03-11,86.0,Dumai Barat,Kota Dumai,Riau
28997,1.8475009999999998,101.213036,2014-03-11,11.0,Dumai Barat,Kota Dumai,Riau
28998,1.859462,101.23084300000001,2014-03-11,55.0,Dumai Barat,Kota Dumai,Riau
28999,1.85811,101.22126800000001,2014-03-11,100.0,Dumai Barat,Kota Dumai,Riau
29000,1.8567580000000001,101.2117,2014-03-11,100.0,Dumai Barat,Kota Dumai,Riau
29002,1.874165,101.267891,2014-03-11,100.0,Dumai Barat,Kota Dumai,Riau
29003,1.8728040000000001,101.258286,2014-03-11,100.0,Dumai Barat,Kota Dumai,Riau
29004,1.86737,101.21994000000001,2014-03-11,27.0,Dumai Barat,Kota Dumai,Riau
29006,1.884809,101.276161,2014-03-11,77.0,Dumai Barat,Kota Dumai,Riau
29007,1.883443,101.266548,2014-03-11,100.0,Dumai Barat,Kota Dumai,Riau
29008,1.882079,101.25695,2014-03-11,35.0,Dumai Barat,Kota Dumai,Riau
29009,1.8766310000000002,101.218613,2014-03-11,48.0,Dumai Barat,Kota Dumai,Riau
29013,1.8927200000000002,101.26520500000001,2014-03-11,100.0,Dumai Barat,Kota Dumai,Riau
29014,1.891355,101.255615,2014-03-11,64.0,Dumai Barat,Kota Dumai,Riau
29015,1.8831669999999998,101.19815799999999,2014-03-11,94.0,Dumai Barat,Kota Dumai,Riau
29018,1.8951529999999999,101.21595,2014-03-11,100.0,Dumai Barat,Kota Dumai,Riau
29024,1.940896,101.222534,2014-03-11,100.0,Dumai Barat,Kota Dumai,Riau
29026,1.9607880000000002,101.229446,2014-03-11,35.0,Dumai Barat,Kota Dumai,Riau
29027,1.9594310000000001,101.219872,2014-03-11,53.0,Dumai Barat,Kota Dumai,Riau
29029,1.9727860000000002,101.247314,2014-03-11,23.0,Dumai Barat,Kota Dumai,Riau
29030,1.971423,101.237717,2014-03-11,100.0,Dumai Barat,Kota Dumai,Riau
29031,1.97006,101.22811899999999,2014-03-11,75.0,Dumai Barat,Kota Dumai,Riau
29032,1.9820650000000002,101.245972,2014-03-11,100.0,Dumai Barat,Kota Dumai,Riau
29033,1.9806979999999998,101.23638199999999,2014-03-11,100.0,Dumai Barat,Kota Dumai,Riau
29035,2.003375,101.262527,2014-03-11,100.0,Dumai Barat,Kota Dumai,Riau
29036,2.0019970000000002,101.252907,2014-03-11,100.0,Dumai Barat,Kota Dumai,Riau
29037,1.9978740000000001,101.224121,2014-03-11,100.0,Dumai Barat,Kota Dumai,Riau
29038,1.9951299999999998,101.204971,2014-03-11,38.0,Dumai Barat,Kota Dumai,Riau
29039,2.015429,101.280449,2014-03-11,100.0,Dumai Barat,Kota Dumai,Riau
29040,2.0140439999999997,101.270813,2014-03-11,100.0,Dumai Barat,Kota Dumai,Riau
29041,2.0112799999999997,101.251572,2014-03-11,42.0,Dumai Barat,Kota Dumai,Riau
29042,2.004394,101.203644,2014-03-11,41.0,Dumai Barat,Kota Dumai,Riau
29045,2.022352,101.28344,2014-03-11,87.0,Dumai Barat,Kota Dumai,Riau
29046,2.021002,101.273788,2014-03-11,100.0,Dumai Barat,Kota Dumai,Riau
29048,2.020853,101.205177,2014-03-11,78.0,Dumai Barat,Kota Dumai,Riau
29051,2.043452,101.23129300000001,2014-03-11,100.0,Dumai Barat,Kota Dumai,Riau
29054,2.079196,101.216362,2014-03-11,84.0,Dumai Barat,Kota Dumai,Riau
29057,2.0884720000000003,101.215034,2014-03-11,40.0,Dumai Barat,Kota Dumai,Riau
29130,1.562361,101.56124100000001,2014-03-14,53.0,Bukit Kapur,Kota Dumai,Riau
29131,1.10559,104.393188,2014-03-14,64.0,Bukit Kapur,Kota Dumai,Riau
29203,1.56819,101.33171800000001,2014-03-22,66.0,Dumai Timur,Kota Dumai,Riau
29204,1.620088,101.623665,2014-03-22,100.0,Dumai Timur,Kota Dumai,Riau
29205,1.618562,101.612999,2014-03-22,78.0,Dumai Timur,Kota Dumai,Riau
29206,1.6225829999999999,101.351883,2014-03-22,33.0,Dumai Timur,Kota Dumai,Riau
29207,1.627652,101.317284,2014-03-22,72.0,Dumai Barat,Kota Dumai,Riau
29208,1.79444,101.26951600000001,2014-03-22,63.0,Dumai Barat,Kota Dumai,Riau
29209,1.7928099999999998,101.2584,2014-03-22,62.0,Dumai Barat,Kota Dumai,Riau
29210,1.802741,101.256905,2014-03-22,25.0,Dumai Barat,Kota Dumai,Riau
29235,1.7974299999999999,101.261803,2014-03-23,82.0,Dumai Barat,Kota Dumai,Riau
29236,1.7959990000000001,101.271393,2014-03-23,66.0,Dumai Barat,Kota Dumai,Riau
29238,1.792455,101.231773,2014-03-23,56.0,Dumai Barat,Kota Dumai,Riau
29239,1.7881580000000001,101.260468,2014-03-23,82.0,Dumai Barat,Kota Dumai,Riau
29240,1.7867220000000001,101.270065,2014-03-23,76.0,Dumai Barat,Kota Dumai,Riau
29243,1.740934,101.277054,2014-03-23,48.0,Dumai Barat,Kota Dumai,Riau
29247,1.63245,101.323975,2014-03-23,100.0,Dumai Barat,Kota Dumai,Riau
29248,1.631017,101.333656,2014-03-23,16.0,Dumai Barat,Kota Dumai,Riau
29249,1.623137,101.322647,2014-03-23,30.0,Dumai Barat,Kota Dumai,Riau
29250,1.575008,101.64681999999999,2014-03-23,91.0,Dumai Barat,Kota Dumai,Riau
29251,1.573524,101.656807,2014-03-23,100.0,Dumai Barat,Kota Dumai,Riau
29252,1.572039,101.666809,2014-03-23,71.0,Dumai Barat,Kota Dumai,Riau
29253,1.5906200000000001,101.477158,2014-03-23,76.0,Bukit Kapur,Kota Dumai,Riau
29254,1.5640610000000001,101.655449,2014-03-23,100.0,Bukit Kapur,Kota Dumai,Riau
29255,1.562568,101.665474,2014-03-23,100.0,Bukit Kapur,Kota Dumai,Riau
29256,1.5709440000000001,101.544724,2014-03-23,86.0,Bukit Kapur,Kota Dumai,Riau
29257,1.569466,101.55461899999999,2014-03-23,87.0,Bukit Kapur,Kota Dumai,Riau
29258,1.553104,101.664085,2014-03-23,50.0,Bukit Kapur,Kota Dumai,Riau
29262,1.558567,101.563156,2014-03-23,85.0,Bukit Kapur,Kota Dumai,Riau
29265,1.573666,101.335289,2014-03-23,15.0,Dumai Timur,Kota Dumai,Riau
29266,1.5262120000000001,101.64999399999999,2014-03-23,67.0,Bukit Kapur,Kota Dumai,Riau
29267,1.5247030000000001,101.65999599999999,2014-03-23,53.0,Bukit Kapur,Kota Dumai,Riau
29271,1.568192,101.328514,2014-03-23,57.0,Dumai Timur,Kota Dumai,Riau
29272,1.56677,101.338211,2014-03-23,36.0,Dumai Timur,Kota Dumai,Riau
29273,1.5205799999999998,101.653389,2014-03-23,80.0,Bukit Kapur,Kota Dumai,Riau
29366,1.524924,101.647926,2014-03-24,84.0,Bukit Kapur,Kota Dumai,Riau
29367,1.522325,101.63046999999999,2014-03-24,33.0,Bukit Kapur,Kota Dumai,Riau
29371,1.573785,101.640579,2014-03-24,21.0,Bukit Kapur,Kota Dumai,Riau
29372,1.598924,101.612335,2014-03-24,82.0,Bukit Kapur,Kota Dumai,Riau
29374,1.611164,101.61054200000001,2014-03-24,62.0,Bukit Kapur,Kota Dumai,Riau
29375,1.568324,101.323441,2014-03-24,100.0,Dumai Timur,Kota Dumai,Riau
29381,1.580853,101.321541,2014-03-24,32.0,Dumai Timur,Kota Dumai,Riau
29382,1.622675,101.518738,2014-03-24,93.0,Bukit Kapur,Kota Dumai,Riau
29383,1.629797,101.481262,2014-03-24,78.0,Bukit Kapur,Kota Dumai,Riau
29384,1.627183,101.463356,2014-03-24,100.0,Bukit Kapur,Kota Dumai,Riau
29385,1.618449,101.315895,2014-03-24,100.0,Dumai Barat,Kota Dumai,Riau
29386,1.615781,101.297501,2014-03-24,100.0,Dumai Barat,Kota Dumai,Riau
29387,1.63099,101.314072,2014-03-24,96.0,Dumai Barat,Kota Dumai,Riau
29388,1.6283459999999998,101.29570799999999,2014-03-24,37.0,Dumai Barat,Kota Dumai,Riau
29391,1.61954,101.310226,2014-03-24,100.0,Dumai Barat,Kota Dumai,Riau
29392,1.616733,101.291847,2014-03-24,100.0,Dumai Barat,Kota Dumai,Riau
29393,1.6348690000000001,101.32679,2014-03-24,25.0,Dumai Barat,Kota Dumai,Riau
29394,1.632088,101.308456,2014-03-24,92.0,Dumai Barat,Kota Dumai,Riau
29398,1.651646,101.267876,2014-03-24,46.0,Dumai Barat,Kota Dumai,Riau
29400,1.6832369999999999,101.39415699999999,2014-03-24,28.0,Dumai Timur,Kota Dumai,Riau
